Id,Sales
304,8938.059
305,6911.887
306,5952.107
307,3564.549
308,10343.835
309,8467.102
310,11638.122
311,7834.397
312,6937.898
313,10000.384
314,6751.4736
315,5490.303
316,10462.413
317,6640.082
318,9009.303
319,10904.68
320,19754.02
321,7387.842
322,5988.2046
323,8895.1875
324,7441.1787
325,7695.703
326,6782.2153
327,11189.182
328,5383.0596
329,8711.38
330,4840.9746
331,6887.36
332,4284.323
333,11998.658
334,6126.645
335,17330.23
336,16250.988
337,6978.2954
338,7702.951
339,7098.1353
340,8047.6636
341,6907.959
342,13543.111
343,8868.469
344,11973.851
345,5071.7876
346,8529.173
347,6571.474
348,10148.828
349,8775.015
350,8500.739
351,7962.38
352,8077.5396
353,8316.605
354,9968.597
355,12383.005
356,8499.548
357,10202.284
358,12388.332
359,7640.2876
360,8604.615
361,8594.846
362,10444.238
363,8730.777
364,6955.881
365,7369.8457
366,8751.562
367,6572.8403
368,15131.881
369,7839.9434
370,8682.695
371,8135.839
372,10720.051
373,6232.2
374,8476.597
375,13264.954
376,10210.792
377,12609.759
378,9179.666
379,5177.427
380,17370.275
381,9788.904
382,10469.541
383,20170.047
384,12058.359
385,8497.61
386,8773.818
387,11951.693
388,11938.706
389,12614.281
390,14228.631
391,8326.566
392,8004.4043
393,7777.263
394,9991.127
395,4898.2275
396,13197.818
397,8124.5176
398,7745.2983
399,7015.414
400,10997.974
401,8588.79
402,6937.812
403,8541.466
404,6100.364
405,5142.663
406,9677.645
407,5849.766
408,6898.313
409,6790.7983
410,7471.6104
411,11957.805
412,10880.184
413,9445.77
414,7944.1284
415,7319.3936
416,12393.5205
417,8516.451
418,8212.281
419,7148.2964
420,6063.075
421,13123.862
422,4938.0703
423,15090.23
424,9295.729
425,4609.323
426,5783.5713
427,8704.984
428,7662.378
429,6654.4043
430,10942.092
431,10498.188
432,14482.644
433,8940.386
434,10930.785
435,3507.9617
436,7202.4175
437,9395.201
438,6520.0156
439,8439.592
440,8011.775
441,8226.511
442,6484.973
443,6418.788
444,15000.161
445,11834.249
446,6869.849
447,5720.985
448,9499.762
449,12844.339
450,9620.77
451,6707.109
452,7514.363
453,15098.623
454,7989.698
455,9415.143
456,7017.4688
457,6475.739
458,8530.76
459,12981.039
460,6530.783
461,6121.4404
462,5636.9976
463,6201.336
464,10929.106
465,9530.145
466,9942.703
467,15718.3125
468,8012.9595
469,15936.084
470,14818.493
471,8622.747
472,6407.5693
473,4025.7446
474,8654.543
475,7253.952
476,7067.141
477,7696.929
478,9119.487
479,16056.944
480,6113.8374
481,7472.644
482,9719.65
483,5967.973
484,9639.709
485,6744.934
486,6006.6987
487,9123.358
488,4150.0146
489,8843.778
490,9905.136
491,8654.551
492,10589.156
493,10278.613
494,9528.264
495,6792.865
496,9324.428
497,11342.553
498,7781.114
499,7197.336
500,7462.4727
501,6760.8237
502,14426.714
503,9054.416
504,8555.579
505,6451.682
506,9914.247
507,9807.482
508,10856.881
509,7122.156
510,10119.358
511,6307.6123
512,8684.923
513,20642.7
514,7311.6836
515,11224.379
516,6954.262
517,7612.653
518,7244.1616
519,7631.562
520,5289.8555
521,7198.7227
522,10615.4375
523,15354.409
524,10923.709
525,10657.954
526,12009.03
527,13350.767
528,14028.316
529,10081.893
530,10477.173
531,5182.5605
532,11396.055
533,15372.095
534,9946.421
535,9103.0625
536,12563.709
537,7531.727
538,4250.35
539,13225.061
540,8138.7188
541,8535.87
542,6769.522
543,3261.7302
544,17755.48
545,13377.801
546,15130.481
547,6988.2266
548,4895.887
549,6113.4756
550,6250.4404
551,9804.162
552,9162.355
553,8975.887
554,6033.25
555,5699.3726
556,8629.354
557,5396.658
558,4021.776
559,9070.77
560,17182.062
561,8520.018
562,23946.018
563,5802.674
564,6440.0127
565,8597.896
566,7065.51
567,7263.8115
568,5885.2485
569,4651.495
570,5981.2686
571,9578.049
572,8071.74
573,4914.0874
574,10289.599
575,7229.804
576,8529.222
577,6656.8423
578,14159.711
579,9292.892
580,11934.857
581,6110.2637
582,7879.8335
583,5381.5093
584,5970.006
585,7030.5264
586,18300.307
587,12033.762
588,8400.161
589,7070.721
590,6927.84
591,7934.5947
592,4954.5273
593,11435.959
594,5342.1694
595,17566.496
596,6209.575
597,6857.757
598,6584.6875
599,11156.968
600,10837.669
601,5782.0767
602,6860.498
603,9435.126
604,8419.211
605,9637.162
606,6877.1
607,6490.27
608,12267.979
609,5897.0264
610,4462.704
611,6674.1416
612,8108.98
613,7142.735
614,8572.029
615,10519.276
616,10445.234
617,8538.109
618,8845.12
619,6614.6006
620,10838.526
621,6948.507
622,5888.7354
623,9376.912
624,8253.129
625,7510.2495
626,11696.732
627,7693.7656
628,9944.296
629,6953.6787
630,8006.8857
631,7290.9585
632,8945.043
633,7256.3604
634,8519.709
635,8343.2295
636,9055.651
637,11506.527
638,7489.148
639,5154.0366
640,13372.175
641,6600.087
642,3401.6794
643,11587.562
644,11367.288
645,15908.734
646,6247.8237
647,8965.312
648,7113.3438
649,5019.396
650,7750.841
651,8487.606
652,9119.443
653,7527.454
654,7852.771
655,10813.951
656,4193.938
657,8234.022
658,7164.166
659,5992.7812
660,6671.971
661,7268.5312
662,9948.385
663,7653.2114
664,7391.1333
665,9733.278
666,8766.315
667,11543.658
668,10707.022
669,6123.029
670,9186.805
671,8874.6455
672,10396.93
673,10470.919
674,12337.03
675,4184.6904
676,11090.627
677,9158.092
678,9853.059
679,11905.469
680,6458.313
681,4795.2095
682,14526.552
683,10563.947
684,10501.513
685,7421.6436
686,7367.3296
687,9784.387
688,4914.0034
689,7775.646
690,6790.643
691,9644.445
692,7032.746
693,7959.4717
694,9530.663
695,6425.5693
696,11385.093
697,13267.143
698,17249.512
699,12007.954
700,5941.284
701,7235.758
702,6569.3433
703,3613.7246
704,12529.688
705,10648.738
706,7283.2783
707,13624.523
708,6770.194
709,10464.998
710,6267.5806
711,7827.921
712,7293.351
713,11439.319
714,7492.7847
715,9242.437
716,7085.3237
717,7189.768
718,8988.138
719,6984.4014
720,9424.208
721,9015.844
722,9706.505
723,10598.27
724,8135.234
725,6657.96
726,13548.176
727,5601.788
728,6555.923
729,13694.521
730,8470.825
731,9573.272
732,11272.237
733,19023.959
734,6620.515
735,6435.978
736,6111.027
737,9316.746
738,9662.473
739,12039.375
740,9490.279
741,10256.481
742,10104.399
743,4932.346
744,9215.66
745,8447.911
746,8101.6514
747,9889.561
748,7135.68
749,6104.3394
750,6504.878
751,4366.2524
752,6743.268
753,9153.097
754,9019.86
755,12319.581
756,23387.984
757,8345.028
758,6015.8843
759,10069.266
760,8965.132
761,11735.418
762,5605.369
763,7499.0977
764,5706.5913
765,10982.408
766,7521.842
767,8768.59
768,17598.607
769,14825.053
770,5919.4727
771,8485.494
772,5141.756
773,6879.4355
774,6514.483
775,9861.426
776,6069.058
777,5726.406
778,6650.9336
779,8623.389
780,7748.143
781,5361.645
782,7223.649
783,8523.513
784,9019.405
785,9552.231
786,3608.103
787,13129.884
788,19784.168
789,4288.825
790,8803.812
791,10770.7295
792,9510.351
793,6179.495
794,3921.5269
795,5284.4644
796,8904.855
797,5790.184
798,8944.028
799,12065.86
800,5677.4087
801,7212.2344
802,9413.365
803,5968.4287
804,6281.3096
805,6265.4585
806,9549.125
807,11176.116
808,9891.192
809,10063.294
810,7388.314
811,5148.995
812,7739.619
813,8001.282
814,11410.106
815,7898.9014
816,6540.296
817,23182.854
818,6694.7925
819,6098.921
820,14018.218
821,10435.734
822,10188.292
823,7104.502
824,8839.866
825,5404.287
826,10654.601
827,17263.945
828,7179.5435
829,7452.863
830,7854.3813
831,14744.453
832,8593.33
833,6374.5054
834,7589.7646
835,6738.394
836,6958.7275
837,5447.4243
838,9394.306
839,5159.9937
840,8054.836
841,3871.1611
842,23569.695
843,10755.239
844,5833.3677
845,5382.572
846,12252.882
847,9129.304
848,9585.689
849,10389.268
850,7703.37
851,5773.072
852,5600.3506
853,12671.8955
854,5819.6685
855,9209.491
856,8627.971
857,8550.073
858,5852.9194
859,9177.25
860,8328.91
861,4997.2866
862,11388.959
863,13863.627
864,6289.6367
865,8727.738
866,9059.582
867,6648.904
868,10337.454
869,7372.201
870,7524.7695
871,8221.027
872,8546.11
873,4021.515
874,5820.412
875,5654.866
876,1.0
877,8188.098
878,10931.963
879,5325.731
880,9153.22
881,6285.7744
882,7301.648
883,5733.894
884,7162.3076
885,6685.1636
886,7069.251
887,7674.4023
888,11155.275
889,5905.661
890,8253.365
891,11105.329
892,10376.156
893,7336.231
894,11437.628
895,11630.421
896,8857.031
897,4685.1064
898,8993.06
899,5855.773
900,7274.565
901,8112.786
902,4856.334
903,13770.223
904,7189.3564
905,8126.796
906,13671.345
907,8662.661
908,4982.893
909,14369.657
910,7791.3403
911,12509.342
912,6659.135
913,10890.908
914,10780.144
915,8421.821
916,5992.507
917,8767.478
918,6379.511
919,7676.474
920,7413.8755
921,9531.218
922,8037.7373
923,5589.8423
924,4689.7427
925,9355.544
926,9580.863
927,8401.146
928,10767.956
929,8254.68
930,8610.148
931,7121.8096
932,10004.896
933,9520.033
934,8612.062
935,8280.624
936,7312.918
937,8273.921
938,11552.889
939,7073.8174
940,9374.113
941,6455.289
942,8040.16
943,8143.222
944,9592.329
945,5196.6636
946,5197.719
947,10044.71
948,10946.769
949,6870.609
950,7510.8374
951,9668.456
952,7470.9976
953,6780.2427
954,8329.466
955,6192.5938
956,4589.16
957,10102.366
958,4600.867
959,9612.093
960,8359.622
961,8301.873
962,9192.615
963,12919.518
964,12559.359
965,10329.156
966,5685.7925
967,9542.142
968,8894.568
969,5710.6694
970,2991.066
971,10018.867
972,4447.1807
973,9564.565
974,14270.775
975,8991.765
976,9114.574
977,5365.7017
978,9636.262
979,7596.609
980,8131.836
981,9775.077
982,9454.358
983,10282.183
984,7290.27
985,9974.483
986,6622.599
987,9440.365
988,5242.1274
989,6854.6313
990,8425.477
991,6375.32
992,6120.6816
993,9896.477
994,6209.575
995,10586.318
996,8440.389
997,6005.2324
998,5791.703
999,11002.947
1000,8686.828
1001,7355.464
1002,7544.0215
1003,8758.693
1004,7284.9805
1005,7621.0874
1006,9547.276
1007,9975.901
1008,6779.195
1009,6039.031
1010,12975.729
1011,9345.101
1012,6887.1694
1013,5054.175
1014,16268.155
1015,8136.817
1016,6981.7705
1017,7247.6655
1018,13351.429
1019,10373.415
1020,10178.084
1021,10610.072
1022,8693.658
1023,6700.312
1024,8050.3735
1025,9094.593
1026,12493.02
1027,18326.682
1028,6910.9116
1029,5914.98
1030,4726.551
1031,5661.7314
1032,12483.1455
1033,17864.053
1034,7421.5234
1035,5672.2124
1036,6213.634
1037,8445.446
1038,6278.6377
1039,9159.429
1040,10255.688
1041,6791.291
1042,5958.463
1043,10851.56
1044,7595.189
1045,13377.443
1046,12681.931
1047,7666.2744
1048,9175.911
1049,4984.4
1050,9294.017
1051,9940.958
1052,8859.296
1053,10216.491
1054,8531.223
1055,10009.039
1056,6475.726
1057,6874.1685
1058,8488.53
1059,10958.907
1060,10234.329
1061,10014.443
1062,8830.916
1063,4940.2373
1064,12201.023
1065,5684.6753
1066,10499.38
1067,7123.3447
1068,5399.8916
1069,7275.252
1070,8411.209
1071,6488.11
1072,9172.664
1073,8980.245
1074,6922.7803
1075,11618.171
1076,5298.511
1077,5314.166
1078,8838.795
1079,10184.823
1080,12622.657
1081,7588.4473
1082,7830.811
1083,6770.2646
1084,8347.44
1085,8752.53
1086,8495.86
1087,8658.102
1088,6322.1343
1089,12353.608
1090,7793.109
1091,10028.848
1092,16580.81
1093,10664.065
1094,5500.5825
1095,5578.6196
1096,8199.681
1097,12793.783
1098,6137.4307
1099,13034.435
1100,7280.521
1101,11807.36
1102,7420.292
1103,7748.3276
1104,6165.3296
1105,7264.22
1106,5978.588
1107,8213.151
1108,6765.1714
1109,5900.2275
1110,5714.446
1111,5113.8027
1112,9411.201
1113,7439.099
1114,26881.945
1115,8189.645
1116,4869.1826
1117,5631.0703
1118,8070.793
1119,10447.865
1120,5076.904
1121,5094.7705
1122,11657.774
1123,8075.575
1124,7842.1797
1125,5702.8096
1126,7179.9067
1127,8039.1094
1128,6912.0254
1129,5821.2007
1130,8277.402
1131,9573.738
1132,7851.902
1133,7458.623
1134,7627.902
1135,12061.868
1136,6433.4805
1137,5690.692
1138,6045.9873
1139,10878.855
1140,11289.377
1141,8778.773
1142,10323.079
1143,6121.172
1144,8205.126
1145,5069.998
1146,6442.5503
1147,5628.412
1148,8222.235
1149,8649.946
1150,10642.992
1151,11048.27
1152,7549.8667
1153,5785.6353
1154,5618.58
1155,5178.301
1156,6711.3516
1157,11509.161
1158,6202.1406
1159,5173.2803
1160,6078.397
1161,6571.6494
1162,7555.24
1163,3532.2937
1164,8899.795
1165,4638.128
1166,8088.5176
1167,7155.766
1168,6063.6655
1169,9207.34
1170,5772.6587
1171,8262.833
1172,10051.591
1173,8038.1895
1174,5815.3403
1175,10105.402
1176,5386.604
1177,7621.204
1178,8848.2
1179,12848.945
1180,6533.481
1181,6755.828
1182,10274.516
1183,7481.4585
1184,10669.804
1185,7076.5034
1186,9936.001
1187,5460.638
1188,5037.176
1189,6823.8345
1190,7571.934
1191,10458.861
1192,8572.691
1193,4120.7056
1194,6338.3823
1195,8673.417
1196,7844.2217
1197,9963.968
1198,3956.7993
1199,12676.381
1200,7656.1685
1201,5013.343
1202,6344.443
1203,7350.0146
1204,7176.9487
1205,9000.422
1206,5411.1113
1207,7255.281
1208,6125.798
1209,7619.5757
1210,7496.988
1211,6782.707
1212,7644.8213
1213,5861.797
1214,5809.7573
1215,9325.69
1216,7786.058
1217,7194.6455
1218,4653.7144
1219,10186.96
1220,4982.4224
1221,8580.799
1222,7753.0884
1223,14658.894
1224,6647.864
1225,5794.5156
1226,7700.6226
1227,5815.9727
1228,6713.0933
1229,5553.126
1230,9352.101
1231,7768.174
1232,3940.9446
1233,8498.632
1234,5836.1113
1235,7907.774
1236,4481.264
1237,10955.855
1238,9763.952
1239,4216.1196
1240,13013.032
1241,6209.7056
1242,5973.2925
1243,9485.547
1244,10697.948
1245,5561.1035
1246,4801.7183
1247,8379.195
1248,6982.863
1249,5021.8
1250,6257.3184
1251,7765.559
1252,9760.339
1253,10483.87
1254,8378.396
1255,8833.19
1256,7398.61
1257,4495.3843
1258,6861.9707
1259,9673.916
1260,10116.174
1261,9046.889
1262,8389.424
1263,9028.993
1264,7402.6333
1265,11532.874
1266,7424.901
1267,5662.5093
1268,7065.0986
1269,10456.628
1270,7534.3784
1271,9577.866
1272,10914.606
1273,8972.48
1274,8293.942
1275,6276.7275
1276,7007.229
1277,9005.909
1278,6818.5903
1279,7922.3516
1280,4559.9766
1281,6724.5195
1282,11640.554
1283,9061.785
1284,7006.781
1285,4910.372
1286,8897.631
1287,7641.3076
1288,8153.0923
1289,6994.5947
1290,5596.997
1291,5335.5034
1292,4216.176
1293,11629.112
1294,9258.212
1295,7952.961
1296,7759.8506
1297,6024.6934
1298,6516.453
1299,6308.4966
1300,7198.757
1301,4307.706
1302,6387.871
1303,7040.9146
1304,8886.69
1305,8866.033
1306,7612.9146
1307,14392.672
1308,6272.76
1309,6351.933
1310,10818.48
1311,5315.3726
1312,7155.22
1313,3043.6
1314,8976.486
1315,7127.307
1316,6180.114
1317,7080.122
1318,7342.5874
1319,6139.4565
1320,6646.5386
1321,9205.715
1322,10671.127
1323,3221.2097
1324,8463.42
1325,3998.6057
1326,14045.091
1327,4203.2573
1328,8778.447
1329,8688.395
1330,8456.827
1331,7286.0713
1332,4758.9287
1333,6186.171
1334,3506.038
1335,5026.2617
1336,6501.286
1337,5241.6426
1338,7043.467
1339,8816.752
1340,7839.809
1341,7066.002
1342,6562.229
1343,8619.655
1344,9687.11
1345,7547.836
1346,6740.67
1347,4528.8047
1348,11501.82
1349,11057.209
1350,6414.3203
1351,8347.926
1352,4624.764
1353,8575.521
1354,5706.2153
1355,4728.0166
1356,6473.929
1357,4941.868
1358,9407.45
1359,6335.771
1360,10344.309
1361,7218.4624
1362,9356.454
1363,7298.271
1364,5555.5312
1365,9822.198
1366,21419.957
1367,12053.461
1368,6627.9326
1369,3600.0134
1370,6913.338
1371,8948.141
1372,5314.648
1373,7569.0674
1374,14390.545
1375,6253.673
1376,14747.519
1377,21921.334
1378,4361.199
1379,7193.9795
1380,6070.274
1381,4794.0205
1382,14907.358
1383,4878.876
1384,8817.223
1385,10010.872
1386,10195.2705
1387,7678.3853
1388,8467.603
1389,5232.526
1390,7130.2104
1391,4600.1694
1392,7736.2686
1393,7390.4497
1394,10447.915
1395,6957.6523
1396,6397.731
1397,4759.1875
1398,8900.008
1399,6523.381
1400,5305.4346
1401,4613.6562
1402,9469.999
1403,6035.38
1404,6435.4443
1405,7069.3184
1406,9109.194
1407,1.0
1408,7113.7715
1409,7104.109
1410,7971.407
1411,8014.129
1412,8436.389
1413,8687.773
1414,10260.864
1415,8192.496
1416,6100.835
1417,4122.4395
1418,7029.621
1419,7173.924
1420,6650.369
1421,5879.2393
1422,3589.3215
1423,9037.212
1424,8026.368
1425,10541.433
1426,7329.838
1427,6026.36
1428,8338.193
1429,6238.1475
1430,5114.671
1431,10668.908
1432,5836.3896
1433,8320.962
1434,7880.412
1435,17232.361
1436,7195.3315
1437,6800.69
1438,7998.619
1439,7558.5703
1440,9720.633
1441,5894.1357
1442,9606.777
1443,4860.0415
1444,8041.8936
1445,4052.2288
1446,6294.2817
1447,4121.881
1448,11446.304
1449,5702.4937
1450,16262.354
1451,16221.9375
1452,5772.048
1453,7466.5664
1454,5752.13
1455,6398.421
1456,5474.281
1457,12533.943
1458,8269.1875
1459,9638.982
1460,5944.606
1461,7707.5815
1462,5777.9526
1463,9928.355
1464,8831.868
1465,7046.618
1466,7084.79
1467,7382.953
1468,6923.084
1469,8135.3657
1470,9881.103
1471,7707.7065
1472,9239.934
1473,11286.48
1474,7766.396
1475,7289.394
1476,7429.2217
1477,9904.125
1478,7207.022
1479,6281.2974
1480,7413.2104
1481,8209.533
1482,5090.4185
1483,12237.256
1484,7246.3315
1485,8649.863
1486,7857.3486
1487,9480.617
1488,5236.49
1489,7046.242
1490,11419.469
1491,8579.628
1492,8066.322
1493,8050.3965
1494,4135.2944
1495,15736.838
1496,9994.511
1497,9414.46
1498,19100.28
1499,12112.477
1500,7940.3105
1501,8097.433
1502,10513.238
1503,10977.256
1504,11650.771
1505,11548.316
1506,6391.6377
1507,7459.057
1508,6717.692
1509,9081.495
1510,3660.822
1511,14526.274
1512,6280.1714
1513,6696.964
1514,6583.7017
1515,10019.546
1516,8572.185
1517,6916.332
1518,8348.595
1519,6551.747
1520,4929.2607
1521,7668.907
1522,5280.4688
1523,5646.0864
1524,7304.7407
1525,6704.3076
1526,10083.807
1527,10194.648
1528,8983.758
1529,7284.876
1530,7565.8193
1531,12023.425
1532,7085.378
1533,5644.681
1534,5566.012
1535,5703.397
1536,12862.678
1537,4716.3276
1538,12679.754
1539,6964.571
1540,3360.014
1541,5147.4873
1542,9553.78
1543,7519.7114
1544,5956.099
1545,9635.71
1546,10788.814
1547,13976.78
1548,7337.9385
1549,10318.521
1550,3390.6514
1551,6457.124
1552,8410.398
1553,6104.6826
1554,7068.408
1555,5916.193
1556,6625.4106
1557,5328.678
1558,6123.508
1559,12983.429
1560,9471.95
1561,4999.9375
1562,4786.4536
1563,8572.226
1564,11975.735
1565,12779.856
1566,6366.454
1567,6579.979
1568,13832.325
1569,6619.669
1570,8686.911
1571,7000.7354
1572,6055.429
1573,7084.81
1574,10280.8
1575,4931.443
1576,5446.0005
1577,5733.238
1578,6247.2817
1579,10750.081
1580,8991.507
1581,8157.3936
1582,14272.096
1583,9113.47
1584,13139.505
1585,13190.093
1586,8177.2188
1587,5579.6787
1588,3966.8599
1589,7934.3374
1590,6232.337
1591,6622.0117
1592,6613.421
1593,7341.831
1594,13767.858
1595,5116.135
1596,6311.6143
1597,9389.979
1598,7426.48
1599,7639.9595
1600,6469.5957
1601,5410.5024
1602,8612.538
1603,3473.4404
1604,9380.866
1605,9119.356
1606,8945.922
1607,9669.092
1608,9919.052
1609,8614.584
1610,6279.6978
1611,7984.3125
1612,9463.471
1613,7604.7427
1614,6166.8823
1615,7713.715
1616,5932.6143
1617,12271.629
1618,9359.248
1619,6701.3667
1620,5930.4023
1621,8038.1816
1622,9490.298
1623,7963.1167
1624,6867.294
1625,8927.852
1626,5599.261
1627,7129.768
1628,18250.86
1629,7117.9927
1630,9838.54
1631,7314.341
1632,7394.518
1633,6962.7246
1634,6401.3506
1635,4364.6035
1636,6111.47
1637,10327.619
1638,13998.472
1639,9356.418
1640,9535.591
1641,12691.623
1642,10374.543
1643,12035.966
1644,8785.76
1645,9532.654
1646,4908.92
1647,11346.772
1648,12841.803
1649,9181.934
1650,9258.459
1651,9059.729
1652,7922.465
1653,4093.2505
1654,12916.548
1655,8490.012
1656,8099.1016
1657,7439.3403
1658,3388.8308
1659,15422.655
1660,11668.921
1661,14850.199
1662,7617.861
1663,4432.5566
1664,4885.6426
1665,5861.724
1666,6822.8257
1667,8807.994
1668,8579.71
1669,5627.6875
1670,5873.9985
1671,8363.275
1672,4276.1943
1673,3561.9998
1674,7663.8545
1675,14689.642
1676,7424.717
1677,20266.885
1678,5158.473
1679,6516.851
1680,6659.7637
1681,5643.5723
1682,5734.129
1683,5494.18
1684,4888.6216
1685,4189.02
1686,8867.505
1687,7418.8833
1688,4637.1284
1689,10358.842
1690,7310.484
1691,6768.4243
1692,4451.9004
1693,13769.3955
1694,8189.8247
1695,9405.916
1696,5547.0537
1697,7720.7
1698,4700.478
1699,5384.133
1700,4971.138
1701,17108.592
1702,12095.253
1703,7300.9585
1704,6032.1567
1705,5636.0137
1706,6832.1836
1707,5506.378
1708,12311.981
1709,4602.8867
1710,14979.003
1711,5372.221
1712,6611.069
1713,6534.746
1714,9859.432
1715,8453.014
1716,5291.98
1717,6943.8823
1718,8962.738
1719,7844.4614
1720,8724.251
1721,5927.976
1722,4658.1997
1723,12769.829
1724,4977.4346
1725,4005.5728
1726,6416.2354
1727,7501.1147
1728,7055.24
1729,7944.5225
1730,10534.849
1731,8260.248
1732,7715.3853
1733,7822.2935
1734,5682.5723
1735,9592.21
1736,6020.023
1737,4574.3965
1738,7402.132
1739,8230.639
1740,7044.226
1741,11668.131
1742,7332.9077
1743,7391.683
1744,6757.4585
1745,8336.818
1746,5567.467
1747,7817.028
1748,6668.612
1749,8517.856
1750,7197.2944
1751,8262.943
1752,11662.09
1753,6743.3384
1754,4468.979
1755,10566.869
1756,7506.354
1757,3310.4727
1758,7682.004
1759,10295.066
1760,14133.914
1761,5884.8276
1762,5813.449
1763,6437.501
1764,3813.3325
1765,7345.7256
1766,7516.7354
1767,8500.861
1768,6958.071
1769,8046.1284
1770,9958.875
1771,3489.6978
1772,6516.1675
1773,6001.934
1774,5958.7812
1775,6796.8315
1776,6487.8623
1777,8693.401
1778,6995.1753
1779,6042.8564
1780,9468.526
1781,9612.661
1782,9314.979
1783,9283.899
1784,5599.0264
1785,8334.997
1786,7898.0576
1787,9107.283
1788,10509.398
1789,8403.222
1790,6699.277
1791,9628.149
1792,8489.478
1793,7697.524
1794,9491.438
1795,6136.9565
1796,4853.1387
1797,13376.143
1798,9219.353
1799,9953.443
1800,7016.1235
1801,8135.839
1802,9235.272
1803,4546.738
1804,7236.731
1805,5809.912
1806,8539.526
1807,6684.7363
